Step	c_T_C	c_T_DD	TotEng	E_angle	E_dihed	E_bond	E_vdwl
2540000	340.69825	316.34954	13286.878	9401.3164	15427.295	9237.1305	-39184.975
2545000	334.1478	316.6509	13044.926000000001	9530.3572	15527.636999999999	9177.6939	-39429.667
2550000	340.4634	319.32412	12960.636999999999	9478.833	15431.736	9107.6731	-39339.44
2555000	336.98643	317.60573999999997	12990.706	9371.5043	15506.729	9179.768	-39354.372
2560000	336.65615	319.25006	13139.239	9499.0073	15448.851999999999	9256.1136	-39262.613
2565000	337.09596	322.65201	13261.651000000002	9552.6423	15457.068000000001	9280.4417	-39312.597
2570000	333.79251	326.73171	13275.287	9539.4837	15422.051000000001	9217.5222	-39217.653
2575000	336.83761	325.91737	13257.014	9503.3017	15496.688	9096.7154	-39102.199
2580000	338.15963999999997	323.3382	13330.895	9538.665	15483.136	9230.8888	-39332.061
2585000	342.07741	318.44187999999997	13175.569	9510.4102	15482.095	9196.3647	-39393.95
2590000	340.49284	322.86184	13198.061000000002	9575.5175	15460.796	9314.2321	-39509.434
2595000	340.47163	328.44637	13264.796	9409.3523	15479.076000000001	9264.617	-39410.97
2600000	339.57187000000005	327.06676	13437.275	9651.6872	15416.618	9216.3751	-39417.89
2605000	339.66217	329.8838	13626.191	9591.9511	15467.8	9330.5671	-39270.358
2610000	340.15916	324.23913	13357.601999999999	9550.0227	15514.077	9228.2823	-39314.409
2615000	343.71841	325.89673	13403.323999999999	9595.1313	15357.535	9289.2051	-39391.891
2620000	344.24621	325.70344	13465.426000000001	9701.1754	15228.768	9388.7515	-39368.212
2625000	344.42871	327.61886	13361.376	9596.7544	15360.752	9274.6927	-39380.735
2630000	347.07416	321.80827	13260.518	9615.5272	15286.464	9363.4341	-39523.02
2635000	338.14052999999996	331.30428	13253.409	9493.7341	15271.614	9314.5887	-39333.215
2640000	338.42764	329.5978	13326.268	9471.5283	15386.312	9325.5204	-39421.957
2645000	342.07108	330.92756	13070.233999999999	9563.7595	15228.636	9252.5637	-39475.262
2650000	340.85576000000003	322.24305	13132.496000000001	9541.2054	15213.025	9294.2868	-39303.053
2655000	338.08741000000003	327.52674	13046.86	9479.6394	15390.966999999999	9207.9189	-39373.349
2660000	339.39378999999997	327.47066	12921.378999999999	9492.7968	15258.063999999998	9212.3914	-39370.507000000005
2665000	339.02024	322.57857	13024.223	9514.6324	15357.771	9238.4971	-39446.763999999996
2670000	336.02555	323.10139	12707.101	9571.4582	15237.809	9226.613000000001	-39520.745
2675000	334.44484	328.16821	12922.438	9548.4628	15258.393999999998	9222.0536	-39447.017
2680000	340.02584	324.27221000000003	12687.184	9455.5971	15120.566	9297.3655	-39499.627
2685000	340.87048	312.91571	12642.435	9498.0859	15180.448999999999	9338.8697	-39553.957
2690000	340.60022999999995	322.33985	12633.578000000001	9508.8511	15134.278999999999	9240.9137	-39514.985
2695000	343.75800000000004	326.93383	12789.738000000001	9461.4317	15082.796999999999	9218.7298	-39524.961
2700000	338.47123999999997	322.75248999999997	12581.853000000001	9427.6903	15179.498	9300.9685	-39550.489
2705000	339.53137000000004	318.21738	12861.018999999998	9648.9168	15016.848	9350.3403	-39404.79
2710000	337.16956	329.97559	12991.201000000001	9496.0407	15087.021	9242.8685	-39382.616
2715000	336.2147	323.34407000000004	12885.413999999999	9642.9693	15122.886	9313.3712	-39468.789
2720000	340.90907999999996	319.37126	12783.642	9572.5606	15042.386999999999	9289.4762	-39425.558
2725000	341.23749	313.82822000000004	12580.29	9555.3135	15067.729	9212.8996	-39485.72
2730000	339.1017	313.02702	12711.473999999998	9561.5471	15046.01	9279.2522	-39443.605
2735000	334.2329	319.45562	12653.263	9546.4806	15074.443000000001	9215.9363	-39418.301
2740000	340.63133999999997	320.65637999999996	12561.822	9412.9445	15212.045	9208.5063	-39649.622
2745000	332.47924	318.84398999999996	12444.218	9514.9034	15076.076000000001	9172.0861	-39449.671
2750000	334.39075	316.63914	12653.347	9607.3638	15023.611	9283.6745	-39468.049
2755000	331.39612999999997	323.16537	12570.632	9524.6835	15158.792	9277.8634	-39549.216
2760000	339.59596	320.32506	12451.573	9549.9872	14936.931999999999	9220.3474	-39484.998
2765000	333.06682	321.74596	12589.516000000001	9455.8334	15052.648000000001	9186.4947	-39417.004
2770000	332.98407000000003	321.81816000000003	12543.388	9668.5929	15017.911	9120.7871	-39584.752
2775000	336.2173	322.15451	12599.704	9431.7046	15073.923	9258.4206	-39428.512
2780000	336.63748	323.21365	12485.26	9531.6851	14935.433	9211.4516	-39428.05
2785000	334.21131	325.91311	12483.456	9450.3843	15029.239	9268.8908	-39543.95
2790000	338.76416	322.31185	12715.723999999998	9359.2171	15127.187	9280.7666	-39501.676
2795000	334.54247000000004	327.4086	12668.091999999999	9480.8756	15085.563	9168.9954	-39477.053
2800000	333.87521	323.22384	12610.999	9448.8741	15089.383	9341.1628	-39527.034
2805000	332.77645	330.69608	12419.457	9362.1801	15122.031	9234.6436	-39622.602
2810000	330.89543	322.98292000000004	12429.803	9449.8974	14986.309	9255.6158	-39485.904
2815000	331.05307	321.54512	12437.2	9450.2547	15119.12	9245.9238	-39665.948
2820000	334.33831000000004	321.8819	12391.28	9381.7922	14934.123	9296.7967	-39566.027
2825000	329.89457000000004	326.97632999999996	12262.638	9457.157	15127.816	9157.5819	-39652.692
2830000	333.10326000000003	319.79996	12326.287	9361.0263	15079.446000000002	9279.6754	-39536.561
2835000	334.09833	319.87323	12382.382	9420.1098	15056.21	9190.1505	-39510.3
2840000	332.9677	324.09687	12574.915	9511.0561	14871.323999999999	9239.205	-39315.291
2845000	330.46038	329.67257	12435.839	9475.0959	14937.192	9200.032	-39511.51
2850000	327.67054	324.0538	12431.365	9526.7012	14857.006000000001	9369.5026	-39531.064
2855000	328.20305	319.35747000000003	12375.121000000001	9442.9158	15027.204	9301.2473	-39542.462
2860000	327.6867	322.92908	12312.822	9484.8516	15016.301000000001	9154.1362	-39470.896
2865000	331.39774	321.56552999999997	12256.327	9413.9146	14968.726	9137.8011	-39414.044
2870000	334.81887	320.59514	12432.938999999998	9401.3178	15037.613000000001	9185.0171	-39511.971
2875000	327.24938	320.04544	12242.726999999999	9527.966999999999	14977.325	9244.7725	-39561.098
2880000	331.49249	318.15662000000003	12240.7	9534.6774	15106.78	9208.1782	-39643.458
2885000	332.18511	321.36397	11958.716	9399.9482	14894.933	9236.976999999999	-39697.638
2890000	324.45514	322.42722000000003	12172.073999999999	9497.4725	14993.056	9287.3479	-39651.38
2895000	333.60139	319.56755	12199.341999999999	9413.6178	15043.927	9298.0987	-39695.623
2900000	333.73281000000003	314.84533999999996	12292.728000000001	9464.2172	14977.642	9285.0078	-39546.327000000005
2905000	332.27994	316.12361	12267.79	9406.2964	15038.1	9220.9175	-39555.984
2910000	335.53937	318.754	12145.94	9373.4596	14940.495	9239.5437	-39554.316
2915000	335.51645	321.39742	12242.388	9505.5005	14876.159	9147.7353	-39595.997
2920000	333.3459	319.72711	12044.523000000001	9408.9159	14941.98	9233.1164	-39731.617
2925000	337.1409	317.15372	12098.65	9429.99	14896.393999999998	9264.7584	-39773.22
2930000	333.6194	320.95516000000003	11953.783000000001	9376.0466	14918.566	9097.5425	-39651.806000000004
2935000	332.93662	318.23478	12037.651000000002	9475.1634	14836.327	9160.5173	-39589.388999999996
2940000	333.79129	317.83916	12015.07	9414.4708	14923.146999999999	9175.0124	-39620.318
2945000	330.87433	319.23265	11804.155	9399.2955	14788.658000000001	9161.0987	-39760.845
2950000	324.70226	315.13574	11653.771	9450.2702	14945.33	9088.1845	-39767.766
2955000	328.85967999999997	313.41818	11767.488000000001	9424.2564	14958.903	9195.5103	-39815.717000000004
2960000	323.39932999999996	315.82521	11684.287	9444.1721	14936.403999999999	9156.8659	-39702.821
2965000	326.27307	321.3759	11558.385	9286.7756	14848.173999999999	9030.495	-39552.595
2970000	325.88018999999997	313.84349	11819.205	9423.3635	14895.579	9178.6683	-39573.648
2975000	326.35157000000004	317.49048	11866.713	9388.2705	14829.921	9242.0171	-39621.134
2980000	329.26017	316.28828	11847.901000000002	9430.2629	14928.646	9146.6543	-39748.4
2985000	331.66471	309.80971	11602.558	9273.9887	14976.548	9114.5958	-39708.167
2990000	329.02427	311.46225	11779.298999999999	9391.9203	14939.016000000001	9092.9591	-39723.962
2995000	326.4133	312.39239	11980.292	9367.7475	14989.839	9153.3999	-39551.948
3000000	327.07781	320.62827000000004	11899.716999999999	9550.4874	14808.601999999999	9134.1362	-39717.238
3005000	331.46488999999997	318.09545	11899.703000000001	9351.3422	14933.47	9098.119	-39694.655
3010000	326.09491	311.40587999999997	11567.633999999998	9395.7934	14889.75	9201.4212	-39721.885
3015000	327.78616	318.07184	11813.335	9432.0731	14908.462	9099.7894	-39712.674
3020000	328.51415	316.98003	11707.208999999999	9386.1009	14877.053	9084.6368	-39688.452000000005
3025000	331.8071	314.64805	11820.891000000001	9529.829	14822.661	9111.8524	-39751.858
3030000	326.28479	311.20024	11682.892	9331.0067	14892.768	9175.1763	-39673.648
3035000	328.40126000000004	310.83866	11569.19	9440.7102	14778.448999999999	9168.8133	-39787.065
3040000	328.4661	313.42764	11598.011999999999	9342.4396	14796.201000000001	9232.9323	-39755.527
3045000	331.30717000000004	316.2517	11677.138	9228.8871	14778.253999999999	9230.9227	-39658.674
3050000	326.1001	310.73017000000004	11591.803999999998	9355.5865	14773.315	9173.6483	-39717.403
3055000	328.68764	312.84921	11414.364	9341.4797	14844.941	9187.8831	-39851.718
3060000	320.0776	321.65185	11484.71	9468.9904	14794.163	9126.2452	-39715.568999999996
3065000	327.81987999999996	317.55172000000005	11492.469	9456.9487	14749.553	9088.0544	-39840.227999999996
3070000	322.41184	324.18351	11527.371000000001	9355.01	14819.968	9098.6282	-39723.837
3075000	325.99188	315.36514	11712.391000000001	9429.9371	14815.136999999999	9176.2472	-39717.909
3080000	324.80262999999997	320.09567999999996	11492.313999999998	9336.9072	14695.472	9155.9283	-39738.365
3085000	320.52962	317.97151	11564.098	9388.1445	14740.861	9257.2995	-39663.01
3090000	315.35744	314.42248	11297.56	9584.4436	14788.955	9134.4038	-39843.757000000005
3095000	324.73839	310.80203	11475.532	9354.6126	14816.819	9241.1325	-39771.073
3100000	322.88103	307.54053999999996	11604.378	9489.6369	14799.436000000002	9160.1127	-39662.58
3105000	325.90758	310.18185	11344.223	9286.7817	14854.115	9183.2972	-39731.804
3110000	323.45808999999997	316.44736	11567.081	9288.9779	14853.146999999999	9024.222	-39609.265
3115000	322.65112	311.15535	11581.688999999998	9395.4299	14828.524	9078.294	-39572.669
3120000	326.3313	315.07066000000003	11260.921	9305.2648	14782.923999999999	9024.5613	-39845.939
3125000	319.47328999999996	315.15316	11303.165	9389.8908	14715.563	9160.187	-39802.556000000004
3130000	319.80903	313.87032	11057.065	9276.1734	14815.238000000001	9042.7005	-39923.736000000004
3135000	321.87838999999997	311.37672000000003	11087.298999999999	9391.629	14592.483999999999	9167.4087	-39884.55
3140000	317.03198	310.01614	10996.065	9427.4223	14735.468	9107.7443	-39889.505
3145000	326.37676	317.50449	11000.428999999998	9161.6552	14753.972	9007.3054	-39871.038
3150000	323.95749	311.74361	11206.454	9258.3007	14738.999	9046.9469	-39787.947
3155000	320.28229	312.18589	11327.447	9442.0251	14766.197	9067.216	-39850.537000000004
3160000	321.46233	314.66745	11191.146	9488.5854	14676.776000000002	9042.8004	-39874.859
3165000	322.171	310.83204	11046.803999999998	9362.8758	14627.548999999999	9084.9114	-39823.099
3170000	321.27457000000004	315.07018999999997	11068.945	9293.0141	14645.594	9136.7001	-39900.526
3175000	321.85702000000003	314.32678	10985.847	9275.5436	14748.383	9024.4666	-39913.073
3180000	322.98349	308.8714	10933.668	9276.2554	14822.556	9124.3695	-40044.795
3185000	319.32482999999996	312.33997	11171.266000000001	9263.0616	14705.373	9084.5779	-39791.644
3190000	322.06312	311.31723	11161.203000000001	9260.6172	14727.356000000002	9167.8616	-39847.471
3195000	319.89758	308.6045	11018.911	9305.5386	14655.16	9108.3541	-39778.507000000005
3200000	317.01597999999996	314.92483	11205.583	9338.7865	14719.186000000002	9095.663	-39741.954
3205000	322.02292	312.41235	11245.743	9263.2172	14684.613000000001	9125.3784	-39757.774
3210000	318.50917999999996	306.89748	11218.927	9426.5135	14786.903999999999	9089.5933	-39826.231
3215000	316.92222000000004	312.75029	11043.293	9332.8191	14648.948	9055.0666	-39752.458
3220000	316.10913999999997	307.8353	10795.002	9276.2475	14609.167	9065.6739	-39799.426
3225000	317.23276	313.28489	10827.673999999999	9336.0066	14607.266000000001	8980.2318	-39744.735
3230000	315.2735	309.73471	10805.736	9395.1369	14593.063	9064.0668	-39935.312999999995
3235000	312.94937000000004	314.83924	10948.317	9328.4985	14629.946000000002	9064.4541	-39765.022000000004
3240000	319.19972	310.66828	10899.024	9374.9326	14711.223999999998	9062.6239	-39991.058
3245000	318.53591	309.43324	10700.685	9310.3635	14641.844	9051.5995	-39991.091
3250000	317.99667	306.60284	10724.921	9274.8597	14684.697	9041.6141	-39924.123
3255000	316.85875	308.77328	10647.421	9370.0722	14615.261999999999	8947.293	-39947.002
3260000	325.81358	307.57285	10789.271999999999	9286.3317	14568.553	8975.7123	-39940.201
3265000	317.68685	309.03234	10662.829	9194.0757	14650.642	9084.1519	-39868.162000000004
3270000	322.68845	305.94467000000003	10948.822	9329.9747	14652.091999999999	9084.4367	-39899.26
3275000	318.52969	314.26434	10636.065	9238.7403	14671.478000000001	9038.8221	-40074.261
3280000	318.1599	307.71018	10907.025	9301.8451	14577.393999999998	9123.9492	-39828.067
3285000	312.46611	310.50415	10728.218	9288.2056	14726.954	9032.1082	-39915.928
3290000	320.15193	306.60197	10967.831	9341.7863	14676.278	9092.3658	-39904.456
3295000	316.14295	314.22946	10756.753999999999	9297.5976	14624.268999999998	9009.4476	-39982.128
3300000	315.68183999999997	312.8691	10793.278999999999	9358.743	14665.743	9015.2397	-39969.653
3305000	324.03700000000003	311.35546	10950.31	9311.0807	14649.753	9064.7366	-40021.897000000004
3310000	317.15425	308.71002000000004	10753.819	9217.5684	14713.507	9134.3714	-40055.29
3315000	315.03899	310.51453	10726.59	9376.52	14682.791000000001	9044.3289	-39995.174
3320000	320.85152999999997	308.97015	10753.293	9251.4408	14780.784	9102.5778	-40090.524
3325000	327.10643	305.78075	11055.733999999999	9280.9549	14795.155	9069.261999999999	-40059.61
3330000	319.12948	311.21721	11025.898000000001	9352.8197	14741.006000000001	9085.9292	-39991.185
3335000	320.85042000000004	317.21552	10739.553	9229.8449	14678.333999999999	9054.1997	-40015.712
3340000	320.09616	313.04703	11052.128	9347.1075	14674.408000000001	9067.3089	-39861.886
3345000	319.57518	311.44471	10954.493	9269.1883	14618.329	9246.4728	-40007.206
3350000	319.67217999999997	310.67044	10776.566	9263.5293	14622.096000000001	9004.813	-39966.884
3355000	327.01151	313.22277	10847.058	9302.8756	14525.858	8997.7648	-39925.013999999996
3360000	320.34611	307.1237	10868.739	9447.7797	14653.55	9050.1242	-40091.217000000004
3365000	321.59062	308.93231000000003	10761.003	9275.8736	14620.328000000001	9051.8209	-40006.585
3370000	319.41821	310.84877	10551.21	9304.9407	14644.011999999999	9089.8444	-40113.08
3375000	318.4076	313.73412	10690.635	9311.6012	14767.464	8992.1524	-40177.699
3380000	319.53265	310.95547999999997	10625.518	9188.5518	14630.346000000001	9001.8607	-40095.858
3385000	317.01266	309.23332999999997	10699.056999999999	9240.4294	14636.075	9133.7188	-39985.013999999996
3390000	317.16511	311.55585	10683.333	9319.1373	14646.663999999999	9029.4008	-40043.692
3395000	319.12849	310.27044	10843.726	9349.3384	14693.732	9008.2065	-39983.392
3400000	324.03687	311.00947	10902.503999999999	9291.6751	14694.405	9032.53	-39965.888
3405000	320.57894	311.2352	11075.475	9402.315999999999	14620.635	9153.0611	-40025.564
3410000	318.36073999999996	311.82923	10914.87	9332.0113	14665.336000000001	9107.8649	-39977.075
3415000	320.92103	314.14042	11047.05	9172.4156	14778.452	9095.3877	-39893.106
3420000	320.83932000000004	309.65507	10960.493999999999	9315.2836	14652.489	9151.4378	-39939.162000000004
3425000	321.5673	311.3212	11084.393	9333.4955	14696.286	9091.7825	-39915.059
3430000	318.85557	312.60368	11015.128	9357.9912	14729.646999999999	9112.5269	-39930.265
3435000	326.14678	313.40952000000004	11072.056999999999	9284.0423	14655.972	9077.3776	-39890.189
3440000	325.82705	317.22404	11040.483	9319.4649	14568.681999999999	9062.4327	-39879.28
3445000	323.90636	309.15373	11123.766000000001	9302.8419	14697.241000000002	9024.0107	-39781.571
3450000	327.01337	311.51507000000004	11104.271999999999	9269.7754	14662.348999999998	9064.1529	-39805.472
3455000	320.62968	309.87326	10964.68	9315.6701	14684.208	9113.419	-39898.451
3460000	323.05983	306.38198	10815.143	9276.2113	14628.892	8974.4046	-39863.731
3465000	321.80042000000003	305.88768	10965.265	9260.7734	14718.063	9029.2916	-39835.628
3470000	324.21119	309.33486	10892.313999999998	9210.238000000001	14712.255	9060.7626	-39918.99
3475000	318.1322	307.99131	11131.073999999999	9250.6127	14792.198999999999	9104.6971	-39819.883
3480000	321.97297000000003	309.61357000000004	11116.813999999998	9261.0707	14850.377	9057.4295	-39873.695
3485000	325.0658	310.99512999999996	10965.749	9328.7248	14620.316	9157.864	-40014.818
3490000	325.28673	304.59189	10795.361	9263.7408	14690.997	9071.1974	-40054.028
3495000	321.452	301.40261	10830.163	9352.1645	14747.548999999999	9111.564	-39964.247
3500000	324.20682999999997	304.03931	10798.206	9279.1155	14707.691	9062.5247	-39975.79
3505000	325.91336	307.88055	10771.251	9233.3955	14731.221000000001	9081.5071	-40122.632000000005
3510000	321.38606	307.34069	10835.931	9233.7272	14604.688999999998	9145.4471	-39919.52
3515000	325.76205	309.35247000000004	10952.65	9256.4363	14648.585	9096.6403	-40018.375
3520000	323.47859	307.23929	10920.693000000001	9285.5754	14648.702	9162.6875	-40049.434
3525000	319.11099	312.3895	10929.965	9453.4355	14636.103000000001	9110.0952	-40061.861000000004
3530000	316.93715	309.43402000000003	10748.291000000001	9328.7937	14611.608	9261.3705	-40137.852999999996
3535000	322.45183	313.74572	10980.714	9408.1649	14690.837	9145.4968	-40135.459
3540000	325.36283	312.17242000000005	10709.445	9313.2692	14680.968	9035.2547	-40238.263
3545000	322.39627	311.41033	10771.953000000001	9321.4688	14638.739	9134.8092	-40236.942
3550000	320.01741	308.31259	10672.055	9279.4777	14678.143999999998	9089.455	-40111.964
3555000	321.33616	310.98308	10741.675	9375.0882	14681.042	9002.1543	-40129.144
3560000	318.22634	314.15414	10637.533000000001	9369.8537	14646.616000000002	9122.2152	-40223.535
3565000	320.22459	313.04627	10617.241000000002	9288.6689	14559.951000000001	9161.1626	-40237.609
3570000	313.91372	316.8566	10700.007	9287.0531	14539.23	9213.3998	-40066.638999999996
3575000	316.80875	307.78933	10709.473999999998	9344.532	14544.396999999999	9169.0161	-39989.256
3580000	320.37074	309.02667	10904.688999999998	9402.4378	14556.36	9033.2792	-39861.789
3585000	319.1461	314.04104	10635.178999999998	9138.8073	14598.595	9125.0265	-39974.212
3590000	315.92575	315.64858	10811.521999999999	9354.5294	14562.763	9216.796	-39985.081
3595000	321.3505	310.84508	11033.587	9298.4315	14655.468	9097.6038	-39860.857
3600000	320.40907000000004	318.65026	10661.518999999998	9261.0893	14472.485	9035.125	-39990.562999999995
3605000	316.01617000000005	314.84278	10889.81	9308.1674	14586.191	9114.3647	-39979.598
3610000	321.87962000000005	310.66912	10759.944	9309.3629	14673.911	9050.9138	-40013.032
3615000	322.4518	310.63154	10832.899	9308.8675	14578.651000000002	9050.3797	-39945.13
3620000	323.56362	311.5359	11009.89	9329.6143	14641.626	9077.5379	-39939.632000000005
3625000	321.52047999999996	316.47022000000004	10808.696000000002	9274.9802	14512.525	9146.033000000001	-39970.314
3630000	317.21877	311.31838	10952.566	9283.8139	14691.251	9164.6868	-39980.345
3635000	327.74937	314.43881	10818.99	9274.1358	14585.667	9007.3648	-40099.487
3640000	323.22201	312.9919	10879.133999999998	9339.1538	14758.966999999999	8981.3803	-40070.373999999996
3645000	321.19658	312.06757000000005	10932.368999999999	9323.8173	14748.955	9073.1066	-39990.64
3650000	319.36043	308.66213999999997	11005.281	9321.0206	14661.552	9124.3589	-39912.177
3655000	320.74787000000003	314.78807	10979.188	9394.5048	14700.351999999999	9146.9201	-40075.445
3660000	317.43977	310.30486	10817.091999999999	9256.7374	14751.93	9166.0188	-39999.246
3665000	320.22905	311.9563	10719.401000000002	9202.2797	14661.54	9145.9017	-40089.924
3670000	318.81485	314.79955	10819.622	9243.0628	14707.176000000001	9096.9228	-40074.655
