Step	c_T_C	c_T_DD	TotEng	E_angle	E_dihed	E_bond	E_vdwl
3675000	316.20021	306.89934	10901.491000000002	9438.6097	14667.567	9139.7619	-40006.654
3680000	318.93509	305.69185	10735.195	9160.844000000001	14730.723999999998	9115.3307	-39934.512
3685000	315.84462	309.87077	10738.768999999998	9275.2658	14647.515	9095.354	-40016.907
3690000	315.7843	307.46664	10337.782	9222.6608	14589.848	9020.7823	-40072.722
3695000	319.36531	310.75576	10247.588	9185.2258	14568.898000000001	9038.5268	-40210.413
3700000	316.66557	308.2572	10426.873	9193.7081	14639.351	9043.4328	-40077.187000000005
3705000	316.0942	309.06705	10915.716	9250.5387	14702.073	9214.2101	-40009.804
3710000	319.83319	310.12068999999997	10796.917	9370.1322	14517.615	9138.8748	-39981.235
3715000	318.03229	308.49407	10942.165	9252.8064	14659.37	9190.2259	-40061.497
3720000	321.2795	311.42762	10658.97	9210.4434	14503.981000000002	9242.5104	-40146.637
3725000	316.74891	306.99273	10472.735	9247.8285	14558.158000000001	9077.2417	-40029.436
3730000	321.07797999999997	310.98017999999996	10359.914	9233.8025	14520.971000000001	8977.8742	-40107.002
3735000	317.24751000000003	310.20437999999996	10450.216	9243.1192	14657.36	9063.5813	-40154.987
3740000	318.93877000000003	308.52606000000003	10656.711000000001	9244.1905	14634.568000000001	9129.6808	-40115.236000000004
3745000	317.56028	311.74904	10295.155999999999	9164.1774	14586.561000000002	9066.9705	-40161.622
3750000	318.37011	311.54726	10314.107	9219.836	14451.017	9076.1351	-40126.049
3755000	315.02232000000004	307.89614	10451.011	9231.0611	14539.526000000002	9058.1811	-40092.413
3760000	320.14262	309.44681	10323.895	9247.6978	14554.633	8898.7722	-40167.876000000004
3765000	317.90698	308.36099	10311.780999999999	9237.3251	14600.08	9012.2271	-40179.392
3770000	319.07243	308.50608	10290.527	9239.1558	14585.428	8980.524	-40231.852
3775000	313.3742	305.08977000000004	10420.139000000001	9258.1751	14565.165	9110.5201	-40071.242
3780000	315.8955	311.74387	10586.943000000001	9238.5732	14576.841999999999	9040.4781	-40045.65
3785000	309.94093	306.33234	10636.864	9328.2281	14707.319	9019.9108	-40071.517
3790000	314.27675	304.91137000000003	10379.377	9210.4337	14529.294	9060.7456	-39986.422
3795000	315.1376	309.65382999999997	10335.796999999999	9137.2347	14554.065	9100.3477	-40118.477999999996
3800000	315.32731	303.0033	10375.059000000001	9259.5737	14485.096000000001	9135.5357	-40100.687999999995
3805000	318.49625	304.668	10225.159	9222.0582	14526.616000000002	8993.0693	-40191.281
3810000	314.57757000000004	304.43983	10197.049	9197.6553	14571.263	9045.9802	-40167.207
3815000	315.11289	306.56387	10165.513	9185.5464	14532.458999999999	8882.1988	-40139.703
3820000	315.50272	302.49622	10358.619	9264.6912	14512.232	9012.4863	-40078.43
3825000	320.03511000000003	305.60735	10400.028	9187.8713	14593.625	9083.5624	-40147.906
3830000	315.00369	306.09661	10536.306999999999	9300.735999999999	14478.083	8994.8324	-39908.895
3835000	314.58252000000005	308.26992	10323.254	9297.1576	14520.862	8994.9598	-40069.49
3840000	314.30181	306.7923	10573.638	9262.9446	14546.635	9105.6937	-39917.961
3845000	320.42951	304.37449	10410.88	9193.0051	14547.502	9013.3776	-39970.244
3850000	320.54274	306.98177999999996	10517.008	9294.0921	14503.191	9042.873	-40047.026
3855000	320.57071	304.67462	10581.344	9379.3852	14585.68	8973.0726	-40030.801
3860000	314.48787000000004	302.66668	10418.54	9278.0177	14608.003999999999	8960.485999999999	-39952.824
3865000	313.73655	305.75244	10451.803	9333.7917	14543.312	9008.4253	-40046.037000000004
3870000	312.89761	312.19587	10528.988000000001	9221.5354	14498.521999999999	9117.4881	-39904.995
3875000	316.78598999999997	306.5217	10514.79	9286.4368	14583.85	9005.9439	-40020.465
3880000	317.2039	309.81737999999996	10266.589	9225.0086	14544.508	8864.8154	-40038.621
3885000	320.34537	302.88907	10282.169	9248.3811	14565.323	9011.4676	-40085.84
3890000	316.63293	303.74298	10472.337	9382.7454	14595.337	9009.3233	-40174.26
3895000	315.10232	303.24861	10258.947	9190.6717	14556.002	9017.5093	-40019.274
3900000	314.35837999999995	304.34767999999997	10264.169	9212.4331	14564.764	9044.612	-40117.417
3905000	316.33097000000004	307.52997999999997	10270.924	9133.4859	14592.98	8964.845	-40133.145
3910000	314.73611	304.72481	10396.879	9159.2501	14648.431999999999	9086.4493	-40075.617999999995
3915000	316.98676	311.5002	10650.242	9173.8597	14680.48	9028.5036	-40002.589
3920000	319.77578	308.51824	10481.271	9165.6103	14698.458999999999	9035.1341	-40081.562999999995
3925000	320.9483	306.34832	10638.885	9234.6615	14621.436000000002	9029.7801	-40050.24
3930000	317.7965	305.85382000000004	10623.236	9153.2837	14680.208999999999	9034.4138	-39975.597
3935000	313.48796	309.96758	10457.235	9252.9163	14620.886	9039.1141	-40085.185
3940000	314.69304	314.42225	10647.978000000001	9150.8798	14727.055	9026.0193	-40026.238
3945000	314.20451	308.89392000000004	10602.431999999999	9262.8129	14737.358	9025.2539	-40060.703
3950000	322.86692999999997	309.27706	10490.052	9126.4746	14657.812	9013.8893	-40117.738
3955000	316.38202	302.07561	10584.336000000001	9285.774	14705.719	8980.4069	-39977.996
3960000	314.36551000000003	310.66556	10545.37	9280.6455	14552.618999999999	8971.7574	-39955.846
3965000	316.22722000000005	305.64691	10627.113000000001	9244.6383	14680.878	8937.4408	-39898.65
3970000	315.34287	306.84066	10737.81	9354.2409	14591.09	9067.082	-39949.05
3975000	317.38311	310.75217999999995	10762.298	9311.5874	14657.726	9051.6073	-40035.459
3980000	322.68105	309.11551000000003	10447.9	9231.4631	14602.52	8968.2441	-40097.896
3985000	319.0816	305.47845	10345.739	9197.6909	14608.543	9043.9508	-40158.741
3990000	313.21383	310.11385	10414.28	9214.7892	14696.64	8993.0162	-40054.199
3995000	314.79637	312.53508	10584.677	9247.5471	14596.992	9104.8722	-40083.707
4000000	319.63204	309.88201000000004	10618.028	9173.8741	14719.02	8991.7682	-39979.071
4005000	318.87116000000003	315.32122999999996	10862.236	9259.9801	14676.981000000002	9048.4972	-40014.742
4010000	316.62757	310.01712000000003	10670.242	9327.6176	14633.541000000001	9067.2048	-40005.373
4015000	316.82852	307.53913	10495.541000000001	9302.4234	14713.338	8974.1313	-40122.849
4020000	315.16612000000003	310.77735	10684.348	9424.0688	14664.667	9014.7252	-40045.663
4025000	320.3584	309.66456	10585.813999999998	9245.4594	14784.667	9074.2303	-40109.06
4030000	324.26908	314.06299	10794.975	9289.6643	14674.056999999999	8995.3341	-40086.384
4035000	318.75462999999996	302.10233	10905.271999999999	9361.9462	14686.793	9085.3715	-39949.536
4040000	321.04789	311.08655	10937.095	9289.5561	14714.151000000002	9040.336	-39902.726
4045000	321.91427000000004	308.39546	10831.441	9216.2339	14640.656	8994.5475	-39756.979
4050000	326.85217	304.47492	10793.456	9298.3366	14699.862	9107.5683	-40095.535
4055000	322.96065	311.40259	10768.457	9304.3741	14696.867	9128.5018	-40109.771
4060000	327.53646000000003	313.81607	11117.528	9386.0254	14710.261	9164.5889	-40054.882000000005
4065000	326.48442	311.71689	10818.903999999999	9286.9963	14616.575	9089.8763	-40083.852
4070000	321.71842000000004	314.02245	10878.27	9368.0422	14592.952	9042.0136	-40068.458
4075000	326.84403	304.42219	10748.214	9198.8461	14683.491000000002	9111.9514	-40039.81
4080000	325.20935	305.78835	10650.878999999999	9282.9252	14696.624	9029.1789	-40102.748
4085000	326.12609	307.04544	10895.032	9314.8668	14533.903999999999	9165.5192	-40089.462999999996
4090000	318.33882	311.66184	10922.246000000001	9282.5061	14581.605	9167.5179	-39944.489
4095000	316.47458	313.8542	10867.733	9376.7545	14625.999	9065.1246	-39954.013
4100000	323.52517	312.01895	10886.757	9373.0524	14616.187	9102.0909	-40029.977999999996
4105000	320.05537000000004	313.92206	10919.302	9355.4203	14645.713	9079.6584	-39967.861000000004
4110000	321.17163	312.96901	11166.141000000001	9329.5555	14708.163999999999	9058.9491	-39820.893
4115000	322.54455	310.0614	10940.561000000002	9344.0888	14726.95	9170.1265	-40053.776
4120000	327.8056	308.54875	10990.561000000002	9226.0645	14687.665	9087.6904	-39892.333
4125000	324.30872	311.12318	11017.472	9351.9378	14719.261	9138.4085	-40089.104
4130000	324.61559	314.67552	11096.39	9232.0183	14794.534	9167.7469	-40087.16
4135000	321.98385	315.20197	10902.413	9187.5219	14710.296999999999	9098.197	-39962.085
4140000	320.17899	319.31192999999996	11098.06	9339.6648	14733.692	9161.1208	-40013.127
4145000	321.22217	311.83032000000003	11306.194	9378.9407	14810.346000000001	9171.9005	-39955.852
4150000	319.19288	310.87106	10937.197	9396.3347	14728.002	9049.588	-39939.525
4155000	322.01998	313.93712	10979.61	9344.1595	14679.764	9108.9612	-40073.212
4160000	320.49078	311.5616	10882.835	9264.2622	14816.635	9005.8034	-40057.662000000004
4165000	318.85781000000003	308.50891	10939.716999999999	9236.0121	14746.165	9183.32	-39932.227
4170000	321.32752	308.10864	11145.59	9253.2425	14717.192	9159.0862	-39774.852999999996
4175000	324.17847	312.41163	11168.15	9175.9846	14686.636999999999	9161.944	-39886.257000000005
4180000	324.31793	313.50152	11051.295	9261.2877	14661.011	9138.1673	-39929.633
4185000	321.71414	318.23233	11141.452	9259.1044	14768.331	9047.9827	-39825.998999999996
4190000	322.95123	316.05927	11250.246000000001	9307.9151	14803.809	9157.8777	-40016.561
4195000	321.26086000000004	314.80516	11117.873	9278.3569	14750.061000000002	9171.2277	-39950.086
4200000	326.02037	312.12196	10951.653	9298.4098	14720.848999999998	9122.7259	-40052.251000000004
4205000	320.08092999999997	313.24796000000003	10997.069	9288.0419	14758.402	9148.677	-40000.518
4210000	327.26239	310.63164	11086.303999999998	9394.045	14664.196000000002	9109.1872	-40014.376000000004
4215000	320.62894	316.76637999999997	10960.442	9263.0669	14680.56	9161.3673	-40051.428
4220000	324.98294	311.41947999999996	10991.362	9332.9224	14658.156	9105.4315	-40029.385
4225000	325.23351	308.31885	11189.454	9203.2075	14872.291000000001	9165.1731	-40032.448
4230000	326.51422	305.48067000000003	11005.677	9306.6574	14670.935	9125.7336	-39981.191
4235000	320.84395	306.31106	10895.053	9326.3308	14620.355	9135.4528	-39942.476
4240000	322.36163999999997	308.48857999999996	10997.163	9308.421	14747.171	9093.689	-39942.773
4245000	324.5347	313.68361	11064.983	9349.9684	14625.353000000001	9036.5919	-39891.328
4250000	327.83108	307.79757	11035.166000000001	9257.1639	14634.665	9227.5143	-39932.285
4255000	324.15574	307.27414	11151.281	9320.5972	14738.249	9139.5376	-39869.004
4260000	323.51974	306.87091000000004	11081.687	9336.0279	14778.802	9070.2524	-39872.521
4265000	325.07825	309.40405	11189.107	9388.1965	14845.487	9078.6866	-39925.306000000004
4270000	323.22056000000003	301.48375	11042.925	9425.8409	14654.963	9154.8127	-39991.903
4275000	325.85885	310.06654	10718.381000000001	9197.9649	14615.753	9091.4979	-40090.903
4280000	324.0072	301.29474	10656.158000000001	9316.9991	14601.843	9063.2942	-40193.384
4285000	323.94585	305.24345	10538.478000000001	9247.8046	14618.831	8951.3529	-40092.119
4290000	321.69526	305.58248	10703.389	9349.7576	14638.285	9066.4953	-40182.962
4295000	320.92819	309.9694	10677.117	9328.4596	14642.271	9004.5984	-40088.933
4300000	322.4721	310.04542000000004	10490.267	9313.1239	14608.083	8979.242	-40216.684
4305000	320.4277	308.69966	10661.021	9248.9319	14595.671	9031.4358	-40007.649
4310000	318.56076	305.36194	10615.801000000001	9234.4197	14645.827	9141.9791	-40067.657
4315000	322.29229	309.49174	10599.247	9255.7133	14552.678	8973.511	-40049.836
4320000	322.70173	306.25843	10605.138	9217.1021	14617.371000000001	9124.1975	-40160.36
4325000	316.12717000000004	306.87886000000003	10301.877	9186.4509	14587.077	9193.514000000001	-40217.227
4330000	310.79391	308.62607	10576.757	9276.8991	14738.71	9157.2122	-40094.236000000004
4335000	318.12054	311.09651	10624.072	9214.2323	14688.721000000001	9162.4765	-40216.754
4340000	320.90702999999996	308.46341	10591.601999999999	9242.765	14638.593	9110.5191	-40050.7
4345000	318.4569	309.38048	10590.296999999999	9322.7088	14693.921	9084.9773	-40163.332
4350000	320.18295	306.48874	10765.455	9227.914	14755.825	9065.1995	-40097.046
4355000	318.52539	306.44776	10878.23	9383.5834	14678.47	9096.5849	-40076.78
4360000	323.36267000000004	310.86567	10746.403	9282.8899	14647.745	9080.5854	-40033.187999999995
4365000	322.58741000000003	310.76637999999997	10674.447	9311.1498	14621.931	9077.7392	-40173.023
4370000	322.08842999999996	314.60336	11025.671	9334.6615	14637.912	9112.2548	-40073.117999999995
4375000	316.95662999999996	316.68327999999997	10909.926000000001	9290.3109	14598.839	9166.1569	-40028.913
4380000	321.30318	309.6376	10978.568000000001	9350.8062	14659.782	9048.7057	-39896.253
4385000	316.75948	314.4397	10937.521999999999	9324.8432	14655.733999999999	9120.1706	-39882.204
4390000	317.52584	313.93357000000003	10987.733	9286.9512	14821.603000000001	9128.9562	-40030.487
4395000	319.00203	316.10925	11101.791000000001	9316.905999999999	14772.853000000001	9155.9227	-39943.922999999995
4400000	319.97143	314.81117	10942.021	9306.7933	14686.726	9147.6474	-39989.424
4405000	320.41414	317.93698	10907.856000000002	9329.6884	14673.417	9028.9012	-40095.769
4410000	321.79504	314.76252999999997	10933.548	9330.4731	14696.382	9119.969000000001	-40023.099
4415000	318.73384	317.23071	10850.701000000001	9313.7653	14537.801000000001	9128.2633	-39991.879
4420000	319.16145	313.41592	10926.532	9275.2971	14742.208999999999	9077.8959	-39934.043
4425000	320.46975	316.31192999999996	10944.434	9268.7873	14682.333999999999	9018.5027	-39850.133
4430000	317.88204	311.26482999999996	11008.596000000001	9343.2355	14702.028	9174.6531	-39972.989
4435000	317.97785	310.69325	10673.548999999999	9229.8162	14697.761	8985.5351	-39948.96
4440000	323.62153	310.52585	11002.589	9291.4132	14656.973	9118.0347	-39986.187999999995
4445000	315.55003	312.87486	10943.05	9260.0685	14780.966999999999	9118.4826	-40015.803
4450000	324.27001	312.47301	11037.377	9266.8253	14758.192	9104.1536	-40031.562999999995
4455000	319.63049	311.90229	10942.767	9358.0604	14720.171	9095.7747	-40073.477
4460000	321.19572	308.79877999999997	10751.99	9322.598	14533.829	9134.3282	-39968.378
4465000	318.10157999999996	310.30112	10793.643999999998	9246.9913	14674.808	9140.0195	-40002.949
4470000	319.2765	314.48807	10937.581	9342.4224	14657.021999999999	9091.1086	-40037.49
4475000	322.73212	313.54226	10997.788999999999	9329.331	14612.296	9168.4628	-39954.321
4480000	320.92077	319.67031000000003	10754.29	9301.0715	14552.871000000001	9037.021	-39920.531
4485000	322.33622	311.32915	10892.001	9277.132	14667.816	9088.9956	-39981.102999999996
4490000	320.37725	307.0158	10875.745	9408.9008	14591.535	9258.1268	-40095.631
4495000	319.98762	311.71896	10953.487	9266.9654	14693.313999999998	9298.6975	-40074.192
4500000	320.75583	313.94925	10901.614	9327.3999	14663.938	9165.709	-40027.553
4505000	324.22591	309.28097	10901.025	9255.3943	14626.198	9080.6366	-39931.341
4510000	321.69327999999996	313.71218999999996	11031.4	9322.6579	14628.337	9102.6164	-39942.767
4515000	321.49026000000003	315.92319	11100.382	9310.9404	14714.515	9048.2942	-39912.537000000004
4520000	316.71165	314.70264	10926.962	9249.2733	14721.043	9215.9043	-39964.337999999996
4525000	318.82757000000004	309.91247999999996	10970.916000000001	9374.5402	14734.116000000002	9142.2117	-40043.016
4530000	318.86400000000003	319.35094	10845.081	9209.7025	14684.749	9254.8283	-40099.587
4535000	321.70827	315.6605	10783.337	9315.8825	14634.146999999999	9187.4156	-40168.451
4540000	319.51952	313.62065	10772.062	9270.2709	14732.535	9075.3527	-40080.458
4545000	319.64501	310.06175	10767.3	9359.5943	14669.829	9174.8319	-40067.505
4550000	320.21833	311.45635	10976.781	9336.2111	14604.877	9128.1816	-39976.297999999995
4555000	317.06181000000004	314.21913	10819.438	9227.1001	14648.198	9137.2335	-40030.394
4560000	322.68121	317.69648	10897.673999999999	9196.4107	14716.368999999999	9036.2556	-40039.125
4565000	316.94174	317.95228	10769.836000000001	9225.0046	14724.965	9100.0222	-39968.325
4570000	323.00903999999997	319.94162	11065.591	9312.3835	14674.93	9061.5546	-39964.369
4575000	319.46465	310.53051	11017.7	9450.7211	14661.893	9143.6006	-39930.685
4580000	323.6836	312.46173	11113.243	9314.291	14704.508	9136.7229	-39972.057
4585000	316.3981	311.09058999999996	10866.261999999999	9343.1105	14705.729	9169.2136	-40071.204
4590000	322.00209	314.4538	10840.559	9251.0019	14737.777	9026.6075	-40103.504
4595000	323.32427	317.76832	10878.653999999999	9289.4246	14589.008	9038.6911	-40020.83
4600000	320.79188	314.15816	10840.241000000002	9215.0437	14683.628999999999	9192.4596	-40118.065
4605000	322.82513	313.93861	11124.151000000002	9345.3532	14735.818000000001	9141.6988	-40024.083
4610000	321.83294	311.61312999999996	11210.117	9387.969000000001	14650.641000000001	9169.2095	-39940.816
4615000	323.3652	320.78657999999996	11121.386999999999	9384.6114	14706.326000000001	9034.2083	-40033.655
4620000	324.31632	319.89808999999997	11283.774	9345.013	14706.253	9185.4143	-39975.453
4625000	324.5942	313.60277	11009.546	9352.6081	14716.159	9036.3908	-39965.468
4630000	326.86551000000003	308.69119	10928.12	9308.2265	14663.412	9106.0979	-40021.247
4635000	322.06881	304.14127	11149.163	9364.4808	14845.872	9155.8141	-39990.325
4640000	324.52507	310.84345	11476.79	9319.2639	14720.079	9223.2436	-39805.762
4645000	325.44843	313.82392999999996	11363.871000000001	9328.8666	14786.517	9054.6135	-39864.482
4650000	318.46186	313.15422	11237.473999999998	9464.9038	14682.483	9163.6714	-39912.15
4655000	325.29528	316.36706000000004	11431.276000000002	9339.1811	14800.986	9149.481	-39872.691
4660000	318.97435	307.13939	11085.013	9340.0574	14757.832	9125.1895	-39810.962999999996
4665000	328.92292000000003	310.26263	11218.024	9335.7834	14789.55	9100.3391	-39950.553
4670000	329.86273	313.4582	11164.17	9296.9228	14773.579	9070.2126	-39943.803
4675000	325.58562	310.38032999999996	11158.266000000001	9369.76	14756.728000000001	9116.7249	-39991.102999999996
4680000	325.54064	306.96497	11025.485	9240.386	14786.296999999999	9183.865	-39977.404
4685000	325.17607000000004	310.97477000000003	11252.14	9361.8358	14773.832	9069.335	-39806.417
4690000	322.18494	309.55557000000005	11186.486	9384.9853	14837.223	9066.7603	-40061.049
4695000	326.62633	307.25097999999997	11140.101	9338.7137	14774.391000000001	9131.3179	-39873.211
4700000	328.41897	310.99609	11208.358	9284.7424	14726.625	9167.3824	-40000.039
4705000	328.46854	310.6168	11128.252	9299.0144	14654.845	9114.378	-39891.915
4710000	327.54669	307.8881	11309.905	9345.8605	14795.899	9179.1407	-39885.542
4715000	326.75829	307.60462	11312.371000000001	9267.2023	14803.305	9272.347	-39913.049
4720000	327.42872	311.78394	11259.864	9293.3244	14881.49	9079.8371	-39919.302
4725000	328.25734	307.92642	11416.923	9345.4164	14762.035	9241.0834	-39853.747
4730000	329.15114	310.16331	11414.178	9388.7232	14780.628999999999	9135.1104	-39863.448
4735000	325.82818	313.03489	11304.605	9386.6255	14758.542	9125.8874	-39836.304
4740000	327.11422999999996	314.04573	11455.521	9338.143	14818.202	9144.6029	-39881.502
4745000	324.408	317.8723	11336.723999999998	9311.8347	14718.363000000001	9129.3651	-39747.966
4750000	321.56341000000003	317.52362	11574.298999999999	9346.689	14784.273000000001	9152.7076	-39767.072
4755000	320.51608999999996	311.81709	11725.607	9495.0245	14766.392	9269.1994	-39711.977
4760000	324.2036	313.65992	11535.489	9392.7384	14894.537	9089.0976	-39763.943
4765000	324.28217	313.72106	11638.871000000001	9398.5414	14823.73	9078.9411	-39705.2
4770000	325.12246	315.02483	11281.008999999998	9356.0892	14744.398000000001	9172.5264	-39946.85
4775000	323.35819	316.99966	11221.944	9548.2391	14708.021	9048.8768	-40021.163
4780000	323.92045	314.26128	11205.04	9393.3041	14791.232	9110.2814	-40019.225
4785000	327.39916	312.37781	11189.559	9267.0105	14877.858999999999	9078.5424	-39986.934
4790000	323.66252000000003	308.32817	11258.688999999998	9395.7871	14839.829	9107.806999999999	-39934.163
4795000	324.02494	315.05887	11503.03	9275.4286	14885.177	9192.279	-39877.837999999996
4800000	323.62356	314.97114	10915.473	9374.7469	14758.181999999999	8989.7452	-40084.292
4805000	323.72982	308.23764	11050.516000000001	9377.1839	14700.301000000001	9110.1429	-39948.003
4810000	321.5684	306.52738999999997	11004.375	9394.1841	14855.407	9054.8191	-39997.242
4815000	320.68368	310.70287	11133.159	9341.6854	14758.238000000001	9163.7676	-39918.662000000004
4820000	324.00368	311.40072999999995	11141.385	9345.5018	14768.065	9074.3242	-39897.878
4825000	325.96055	310.93616000000003	11206.861	9376.9381	14756.163	9142.3736	-39899.442
4830000	321.13392000000005	314.20139	11211.527	9361.1228	14808.708999999999	9129.3166	-39931.744
4835000	321.37563	310.5923	10973.778999999999	9420.9372	14816.972	9066.3924	-40079.788
4840000	319.36542000000003	308.34854	10916.232	9353.0647	14720.383999999998	9157.3385	-40029.223
4845000	325.08662000000004	311.61569	10938.447	9351.8717	14617.321000000002	9030.6493	-39979.393
4850000	325.23963	310.56768999999997	11103.126	9263.1394	14778.983999999999	9070.2493	-40040.011
4855000	324.36627999999996	314.31451	10842.798	9254.0854	14604.878	9078.1571	-40011.561
4860000	326.93678	310.93239	11171.714	9376.9281	14834.98	9104.2874	-40030.684
4865000	323.65323	315.64352	11195.841999999999	9389.1793	14678.361	9080.2558	-40004.777
4870000	329.36082999999996	311.94898	11334.886	9335.9216	14699.498	9185.7711	-39955.502
4875000	330.4894	312.64549	11259.482	9218.643	14768.178	9153.8653	-39940.863
4880000	325.75199	310.77868	11026.871000000001	9392.0464	14702.548999999999	9101.989	-39993.381
4885000	323.78263	312.8061	11219.663	9346.8174	14930.253999999999	9130.3609	-40070.488
4890000	327.60263	310.52464	11043.722	9290.8728	14809.332	9135.1165	-40039.965
4895000	323.30133	313.18133	11005.406	9426.3527	14627.971000000001	9099.6976	-40022.18
4900000	327.9522	314.33119	10857.803999999998	9342.3626	14682.893999999998	9055.1715	-40170.21
4905000	326.56897999999995	307.60242999999997	10823.218	9319.0203	14735.226999999999	9156.5664	-40170.974
4910000	323.96715	314.48687	11150.083	9383.071	14741.885	9120.3261	-40046.836
4915000	325.1474	318.37012999999996	10987.893999999998	9291.1186	14720.288	9101.2231	-40135.531
4920000	321.00221	316.42516	10834.378	9299.8744	14608.683	9235.3377	-40115.865
4925000	321.12532999999996	318.2677	11091.707	9354.3225	14762.046999999999	9281.8703	-40170.546
4930000	326.33362	317.97056000000003	11100.283000000001	9281.3786	14733.139	9166.5366	-40149.001000000004
4935000	323.97486000000004	308.67692	10857.171999999999	9235.363000000001	14709.6	9145.5463	-40159.686
4940000	325.00784	311.68551	10903.673999999999	9329.2465	14752.825	9079.3394	-40205.846
4945000	320.30002	314.65397	10876.591	9257.2364	14725.886	9081.9878	-40044.046
4950000	318.75939	310.46537	10883.608999999999	9368.129	14764.69	9112.1118	-40111.211
4955000	315.9134	308.34607	10645.729	9297.3064	14656.409	9183.5046	-40081.388999999996
4960000	320.9652	312.69407	10712.886999999999	9286.7694	14610.572	9114.8685	-40102.351
4965000	323.60499	310.81594	10676.28	9281.0931	14644.766000000001	8982.6268	-40098.538
4970000	323.94307000000003	314.79357999999996	10567.763	9250.4983	14634.499	8994.6683	-40186.495
4975000	321.12397000000004	310.7469	10710.003	9220.1422	14786.421	9068.4935	-40175.494
4980000	322.85488	312.73737	10592.05	9205.6953	14701.786	8960.883	-40082.723
4985000	321.43732	305.07147000000003	10634.321000000002	9242.0396	14690.818000000001	9081.8727	-40122.906
4990000	320.63706	311.79427999999996	10562.073999999999	9267.8831	14561.566	9103.7487	-40165.591
4995000	315.32234	304.29745	10596.495	9239.8243	14616.362	9128.7471	-40074.643
5000000	319.12716	311.83648	10769.749	9284.0727	14581.195	9135.0405	-40095.163
5005000	319.75611000000004	311.20897	10915.36	9438.4214	14586.285	9063.1819	-40021.475
5010000	322.43332999999996	310.4139	10759.148000000001	9300.1375	14560.483	9088.2926	-40057.077000000005
5015000	318.44011	316.15215	10536.523000000001	9142.863000000001	14542.63	9050.2958	-40008.933
5020000	320.34094	307.57524	10427.789	9273.3268	14519.854	8984.7621	-40066.236000000004
5025000	316.77008	311.99723	10696.953000000001	9331.8479	14683.597	9020.8603	-40114.551
5030000	316.88428	308.6172	10392.699	9204.3184	14632.228000000001	9038.0288	-40096.824
5035000	318.58479	306.36995	10611.01	9224.3608	14695.497	9002.905	-40051.459
5040000	317.78233	309.92116	10747.611	9228.3445	14715.026000000002	9198.7408	-40104.671
5045000	322.19174	316.17726	10927.514	9319.7813	14719.613000000001	9063.1506	-40059.775
5050000	324.30213	315.91209	10942.083999999999	9335.9906	14643.206	9073.9973	-40035.587
5055000	324.74043	310.99121	11032.468	9328.7322	14797.692	9066.0273	-40092.057
5060000	323.74514	313.35936	10953.101999999999	9386.3816	14702.037	9101.9622	-40122.517
5065000	324.95551	310.48172999999997	10932.075	9313.0244	14684.965	9195.681	-40085.515
5070000	321.56126	314.34266	11135.344	9314.8344	14775.016000000001	9079.9656	-39973.553
5075000	321.14436	310.54168	11000.778999999999	9310.8348	14716.989	9164.2224	-39899.534
5080000	321.69477	312.97398	11025.882	9397.9029	14679.007	9153.2389	-40011.628
5085000	320.04015	305.93711	10872.957	9288.6392	14727.328000000001	9163.0155	-40010.861000000004
5090000	322.29015	305.00317	10879.063999999998	9448.3252	14685.742	9147.5083	-40161.913
5095000	324.3908	309.59266	10697.428	9339.2754	14747.985	9105.7942	-40262.958
5100000	318.66893999999996	312.61591	10529.087	9265.3412	14594.6	9165.2117	-40142.457
5105000	318.31712999999996	316.48045	10837.548999999999	9303.4222	14643.49	9144.0366	-40082.558
5110000	318.44754	313.01589	10942.631000000001	9380.7611	14639.303	9172.9646	-40022.137
5115000	321.87085	313.36311	10870.655	9295.127	14694.278	9095.45	-40019.004
5120000	320.97125	311.4679	11046.756000000001	9244.9166	14821.065	9171.3311	-39955.081
5125000	318.0709	311.39602	11285.938999999998	9430.4967	14799.145	9267.2295	-39961.147000000004
5130000	323.27576	314.39842000000004	11205.098999999998	9323.401	14690.201000000001	9248.017	-39999.457
5135000	325.1986	318.01628999999997	11314.545	9371.169	14725.74	9101.8467	-39981.155
5140000	322.60859	320.10823999999997	11207.953000000001	9217.5377	14827.535	9130.0169	-39947.56
5145000	321.58226	319.27628	11324.521999999999	9383.9269	14705.302	9156.214	-39894.268
5150000	324.14072999999996	313.74384	11221.111	9321.0091	14733.464	9125.9294	-39805.797999999995
